Concept code,Concept description,Vocabulary,Cancer
36551310,Mucin-producing adenocarcinoma of vestibule of mouth,ICDO3,Head and Neck
36534472,"Mucoepidermoid carcinoma of accessory sinus, NOS",ICDO3,Head and Neck
36531911,"Mucoepidermoid carcinoma of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
44501349,Mucoepidermoid carcinoma of anterior floor of mouth,ICDO3,Head and Neck
36566149,Mucoepidermoid carcinoma of anterior surface of epiglottis,ICDO3,Head and Neck
36524025,Mucoepidermoid carcinoma of anterior wall of nasopharynx,ICDO3,Head and Neck
44500032,"Mucoepidermoid carcinoma of base of tongue, NOS",ICDO3,Head and Neck
36517856,Mucoepidermoid carcinoma of border of tongue,ICDO3,Head and Neck
44499814,Mucoepidermoid carcinoma of cheeck mucosa,ICDO3,Head and Neck
36541794,Mucoepidermoid carcinoma of commissure of lip,ICDO3,Head and Neck
36555554,"Mucoepidermoid carcinoma of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36533897,Mucoepidermoid carcinoma of ethmoid sinus,ICDO3,Head and Neck
36522590,"Mucoepidermoid carcinoma of external lip, NOS",ICDO3,Head and Neck
44503552,Mucoepidermoid carcinoma of external lower lip,ICDO3,Head and Neck
36545140,Mucoepidermoid carcinoma of external upper lip,ICDO3,Head and Neck
44500735,"Mucoepidermoid carcinoma of floor of mouth, NOS",ICDO3,Head and Neck
36528231,Mucoepidermoid carcinoma of frontal sinus,ICDO3,Head and Neck
36545768,Mucoepidermoid carcinoma of glottis,ICDO3,Head and Neck
36539427,"Mucoepidermoid carcinoma of gum, NOS",ICDO3,Head and Neck
44499442,Mucoepidermoid carcinoma of hard palate,ICDO3,Head and Neck
36540869,Mucoepidermoid carcinoma of hypopharyngeal aspect of aryepiglottic fold,ICDO3,Head and Neck
44504560,"Mucoepidermoid carcinoma of hypopharynx, NOS",ICDO3,Head and Neck
36552734,Mucoepidermoid carcinoma of laryngeal cartilage,ICDO3,Head and Neck
36544335,"Mucoepidermoid carcinoma of larynx, NOS",ICDO3,Head and Neck
44502627,Mucoepidermoid carcinoma of lateral floor of mouth,ICDO3,Head and Neck
36565059,Mucoepidermoid carcinoma of lateral wall of nasopharynx,ICDO3,Head and Neck
36550443,Mucoepidermoid carcinoma of lateral wall of oropharynx,ICDO3,Head and Neck
36518495,Mucoepidermoid carcinoma of lingual tonsil,ICDO3,Head and Neck
36540147,"Mucoepidermoid carcinoma of lip, NOS",ICDO3,Head and Neck
44501891,Mucoepidermoid carcinoma of lower gum,ICDO3,Head and Neck
44502237,"Mucoepidermoid carcinoma of major salivary gland, NOS",ICDO3,Head and Neck
44501941,Mucoepidermoid carcinoma of maxillary sinus,ICDO3,Head and Neck
44499968,"Mucoepidermoid carcinoma of mouth, NOS",ICDO3,Head and Neck
36527641,"Mucoepidermoid carcinoma of mucosa of lip, NOS",ICDO3,Head and Neck
36518063,Mucoepidermoid carcinoma of mucosa of lower lip,ICDO3,Head and Neck
36536648,Mucoepidermoid carcinoma of mucosa of upper lip,ICDO3,Head and Neck
36565125,Mucoepidermoid carcinoma of nasal cavity,ICDO3,Head and Neck
44499894,"Mucoepidermoid carcinoma of nasopharynx, NOS",ICDO3,Head and Neck
44504447,"Mucoepidermoid carcinoma of oropharynx, NOS",ICDO3,Head and Neck
36540494,Mucoepidermoid carcinoma of overlapping lesion of accessory sinuses,ICDO3,Head and Neck
36547574,Mucoepidermoid carcinoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36537738,Mucoepidermoid carcinoma of overlapping lesion of hypopharynx,ICDO3,Head and Neck
36545701,Mucoepidermoid carcinoma of overlapping lesion of larynx,ICDO3,Head and Neck
36553123,Mucoepidermoid carcinoma of overlapping lesion of lip,ICDO3,Head and Neck
36552145,"Mucoepidermoid carcinoma of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36548909,Mucoepidermoid carcinoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36551322,Mucoepidermoid carcinoma of overlapping lesion of nasopharynx,ICDO3,Head and Neck
36533915,Mucoepidermoid carcinoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36565930,Mucoepidermoid carcinoma of overlapping lesion of palate,ICDO3,Head and Neck
36541208,Mucoepidermoid carcinoma of overlapping lesion of tongue,ICDO3,Head and Neck
36564810,Mucoepidermoid carcinoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36544487,Mucoepidermoid carcinoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
44501576,"Mucoepidermoid carcinoma of palate, NOS",ICDO3,Head and Neck
44503718,Mucoepidermoid carcinoma of parotid gland,ICDO3,Head and Neck
36548346,"Mucoepidermoid carcinoma of pharynx, NOS",ICDO3,Head and Neck
36560407,Mucoepidermoid carcinoma of postcricoid region,ICDO3,Head and Neck
36518329,Mucoepidermoid carcinoma of posterior wall of hypopharynx,ICDO3,Head and Neck
44501209,Mucoepidermoid carcinoma of posterior wall of nasopharynx,ICDO3,Head and Neck
36519980,Mucoepidermoid carcinoma of posterior wall of oropharynx,ICDO3,Head and Neck
36532511,Mucoepidermoid carcinoma of pyriform sinus,ICDO3,Head and Neck
44501892,Mucoepidermoid carcinoma of retromolar area,ICDO3,Head and Neck
44503155,"Mucoepidermoid carcinoma of soft palate, NOS",ICDO3,Head and Neck
36522466,Mucoepidermoid carcinoma of sphenoid sinus,ICDO3,Head and Neck
36529693,Mucoepidermoid carcinoma of subglottis,ICDO3,Head and Neck
44501947,Mucoepidermoid carcinoma of sublingual gland,ICDO3,Head and Neck
44502284,Mucoepidermoid carcinoma of submandibular gland,ICDO3,Head and Neck
36525070,Mucoepidermoid carcinoma of superior wall of nasopharynx,ICDO3,Head and Neck
36531553,Mucoepidermoid carcinoma of supraglottis,ICDO3,Head and Neck
36543733,"Mucoepidermoid carcinoma of tongue, NOS",ICDO3,Head and Neck
36519292,"Mucoepidermoid carcinoma of tonsil, NOS",ICDO3,Head and Neck
36523497,Mucoepidermoid carcinoma of tonsillar fossa,ICDO3,Head and Neck
36548273,Mucoepidermoid carcinoma of tonsillar pillar,ICDO3,Head and Neck
36538435,Mucoepidermoid carcinoma of upper Gum,ICDO3,Head and Neck
36529962,Mucoepidermoid carcinoma of uvula,ICDO3,Head and Neck
36537203,Mucoepidermoid carcinoma of vallecula,ICDO3,Head and Neck
36545423,"Mucoepidermoid carcinoma of ventral surface of tongue, NOS",ICDO3,Head and Neck
36520910,Mucoepidermoid carcinoma of vestibule of mouth,ICDO3,Head and Neck
44504866,"Neoplasm, malignant of accessory sinus, NOS",ICDO3,Head and Neck
44504001,"Neoplasm, malignant of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
44504049,"Neoplasm, malignant of anterior floor of mouth",ICDO3,Head and Neck
44503803,"Neoplasm, malignant of anterior surface of epiglottis",ICDO3,Head and Neck
44504486,"Neoplasm, malignant of anterior wall of nasopharynx",ICDO3,Head and Neck
44503980,"Neoplasm, malignant of base of tongue, NOS",ICDO3,Head and Neck
44503990,"Neoplasm, malignant of border of tongue",ICDO3,Head and Neck
44504100,"Neoplasm, malignant of cheeck mucosa",ICDO3,Head and Neck
44503959,"Neoplasm, malignant of commissure of lip",ICDO3,Head and Neck
44503985,"Neoplasm, malignant of dorsal surface of tongue, NOS",ICDO3,Head and Neck
44504848,"Neoplasm, malignant of ethmoid sinus",ICDO3,Head and Neck
36568273,"Neoplasm, malignant of external lip, NOS",ICDO3,Head and Neck
44503938,"Neoplasm, malignant of external lower lip",ICDO3,Head and Neck
44503932,"Neoplasm, malignant of external upper lip",ICDO3,Head and Neck
44504061,"Neoplasm, malignant of floor of mouth, NOS",ICDO3,Head and Neck
44504854,"Neoplasm, malignant of frontal sinus",ICDO3,Head and Neck
44504892,"Neoplasm, malignant of glottis",ICDO3,Head and Neck
44504038,"Neoplasm, malignant of gum, NOS",ICDO3,Head and Neck
44504074,"Neoplasm, malignant of hard palate",ICDO3,Head and Neck
44504536,"Neoplasm, malignant of hypopharyngeal aspect of aryepiglottic fold",ICDO3,Head and Neck
44504546,"Neoplasm, malignant of hypopharynx, NOS",ICDO3,Head and Neck
44504909,"Neoplasm, malignant of laryngeal cartilage",ICDO3,Head and Neck
44504912,"Neoplasm, malignant of larynx, NOS",ICDO3,Head and Neck
44504055,"Neoplasm, malignant of lateral floor of mouth",ICDO3,Head and Neck
44504481,"Neoplasm, malignant of lateral wall of nasopharynx",ICDO3,Head and Neck
44503808,"Neoplasm, malignant of lateral wall of oropharynx",ICDO3,Head and Neck
44504006,"Neoplasm, malignant of lingual tonsil",ICDO3,Head and Neck
44503965,"Neoplasm, malignant of lip, NOS",ICDO3,Head and Neck
44504032,"Neoplasm, malignant of lower gum",ICDO3,Head and Neck
44503741,"Neoplasm, malignant of major salivary gland, NOS",ICDO3,Head and Neck
44504842,"Neoplasm, malignant of maxillary sinus",ICDO3,Head and Neck
44504117,"Neoplasm, malignant of mouth, NOS",ICDO3,Head and Neck
44503954,"Neoplasm, malignant of mucosa of lip, NOS",ICDO3,Head and Neck
44503949,"Neoplasm, malignant of mucosa of lower lip",ICDO3,Head and Neck
44503944,"Neoplasm, malignant of mucosa of upper lip",ICDO3,Head and Neck
44504826,"Neoplasm, malignant of nasal cavity",ICDO3,Head and Neck
44504491,"Neoplasm, malignant of nasopharynx, NOS",ICDO3,Head and Neck
44503818,"Neoplasm, malignant of oropharynx, NOS",ICDO3,Head and Neck
36565868,"Neoplasm, malignant of overlapping lesion of accessory sinuses",ICDO3,Head and Neck
36564136,"Neoplasm, malignant of overlapping lesion of floor of mouth",ICDO3,Head and Neck
36557678,"Neoplasm, malignant of overlapping lesion of hypopharynx",ICDO3,Head and Neck
36553816,"Neoplasm, malignant of overlapping lesion of larynx",ICDO3,Head and Neck
36552083,"Neoplasm, malignant of overlapping lesion of lip",ICDO3,Head and Neck
36541777,"Neoplasm, malignant of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36551484,"Neoplasm, malignant of overlapping lesion of major salivary glands",ICDO3,Head and Neck
36567369,"Neoplasm, malignant of overlapping lesion of nasopharynx",ICDO3,Head and Neck
36568075,"Neoplasm, malignant of overlapping lesion of other and unspecified parts of mouth",ICDO3,Head and Neck
36524182,"Neoplasm, malignant of overlapping lesion of palate",ICDO3,Head and Neck
36545291,"Neoplasm, malignant of overlapping lesion of tongue",ICDO3,Head and Neck
36564658,"Neoplasm, malignant of overlapping lesion of tonsil",ICDO3,Head and Neck
36553336,"Neoplasm, malignant of overlapping lesions of oropharynx",ICDO3,Head and Neck
44504092,"Neoplasm, malignant of palate, NOS",ICDO3,Head and Neck
44503713,"Neoplasm, malignant of parotid gland",ICDO3,Head and Neck
44504569,"Neoplasm, malignant of pharynx, NOS",ICDO3,Head and Neck
44504531,"Neoplasm, malignant of postcricoid region",ICDO3,Head and Neck
44504541,"Neoplasm, malignant of posterior wall of hypopharynx",ICDO3,Head and Neck
44504476,"Neoplasm, malignant of posterior wall of nasopharynx",ICDO3,Head and Neck
44503813,"Neoplasm, malignant of posterior wall of oropharynx",ICDO3,Head and Neck
44504508,"Neoplasm, malignant of pyriform sinus",ICDO3,Head and Neck
44504111,"Neoplasm, malignant of retromolar area",ICDO3,Head and Neck
44504080,"Neoplasm, malignant of soft palate, NOS",ICDO3,Head and Neck
44504860,"Neoplasm, malignant of sphenoid sinus",ICDO3,Head and Neck
44504904,"Neoplasm, malignant of subglottis",ICDO3,Head and Neck
44503735,"Neoplasm, malignant of sublingual gland",ICDO3,Head and Neck
44503729,"Neoplasm, malignant of submandibular gland",ICDO3,Head and Neck
44504471,"Neoplasm, malignant of superior wall of nasopharynx",ICDO3,Head and Neck
44504898,"Neoplasm, malignant of supraglottis",ICDO3,Head and Neck
44504012,"Neoplasm, malignant of tongue, NOS",ICDO3,Head and Neck
44503764,"Neoplasm, malignant of tonsil, NOS",ICDO3,Head and Neck
44503754,"Neoplasm, malignant of tonsillar fossa",ICDO3,Head and Neck
44503759,"Neoplasm, malignant of tonsillar pillar",ICDO3,Head and Neck
44504026,"Neoplasm, malignant of upper Gum",ICDO3,Head and Neck
44504086,"Neoplasm, malignant of uvula",ICDO3,Head and Neck
44503798,"Neoplasm, malignant of vallecula",ICDO3,Head and Neck
44503995,"Neoplasm, malignant of ventral surface of tongue, NOS",ICDO3,Head and Neck
44504106,"Neoplasm, malignant of vestibule of mouth",ICDO3,Head and Neck
42512609,"Nuclear protein in testis (NUT)-associated carcinoma of accessory sinus, NOS",ICDO3,Head and Neck
42511787,Nuclear protein in testis (NUT)-associated carcinoma of nasal cavity,ICDO3,Head and Neck
36534913,"Oxyphilic adenocarcinoma of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36550397,Oxyphilic adenocarcinoma of anterior floor of mouth,ICDO3,Head and Neck
36533244,Oxyphilic adenocarcinoma of anterior surface of epiglottis,ICDO3,Head and Neck
36535092,"Oxyphilic adenocarcinoma of base of tongue, NOS",ICDO3,Head and Neck
36550176,Oxyphilic adenocarcinoma of border of tongue,ICDO3,Head and Neck
36547942,Oxyphilic adenocarcinoma of cheeck mucosa,ICDO3,Head and Neck
36551859,Oxyphilic adenocarcinoma of commissure of lip,ICDO3,Head and Neck
36563484,"Oxyphilic adenocarcinoma of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36543584,"Oxyphilic adenocarcinoma of external lip, NOS",ICDO3,Head and Neck
36522678,Oxyphilic adenocarcinoma of external lower lip,ICDO3,Head and Neck
36523653,Oxyphilic adenocarcinoma of external upper lip,ICDO3,Head and Neck
36535320,"Oxyphilic adenocarcinoma of floor of mouth, NOS",ICDO3,Head and Neck
36530302,"Oxyphilic adenocarcinoma of gum, NOS",ICDO3,Head and Neck
36517531,Oxyphilic adenocarcinoma of hard palate,ICDO3,Head and Neck
36530020,Oxyphilic adenocarcinoma of lateral floor of mouth,ICDO3,Head and Neck
36566921,Oxyphilic adenocarcinoma of lateral wall of oropharynx,ICDO3,Head and Neck
36551246,Oxyphilic adenocarcinoma of lingual tonsil,ICDO3,Head and Neck
36566987,"Oxyphilic adenocarcinoma of lip, NOS",ICDO3,Head and Neck
36517825,Oxyphilic adenocarcinoma of lower gum,ICDO3,Head and Neck
36529412,"Oxyphilic adenocarcinoma of major salivary gland, NOS",ICDO3,Head and Neck
36547142,"Oxyphilic adenocarcinoma of mouth, NOS",ICDO3,Head and Neck
36529324,"Oxyphilic adenocarcinoma of mucosa of lip, NOS",ICDO3,Head and Neck
36557821,Oxyphilic adenocarcinoma of mucosa of lower lip,ICDO3,Head and Neck
36522371,Oxyphilic adenocarcinoma of mucosa of upper lip,ICDO3,Head and Neck
44504445,"Oxyphilic adenocarcinoma of oropharynx, NOS",ICDO3,Head and Neck
36556837,Oxyphilic adenocarcinoma of overlapping lesion of floor of mouth,ICDO3,Head and Neck
36560014,Oxyphilic adenocarcinoma of overlapping lesion of lip,ICDO3,Head and Neck
36540911,"Oxyphilic adenocarcinoma of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36536907,Oxyphilic adenocarcinoma of overlapping lesion of major salivary glands,ICDO3,Head and Neck
36562002,Oxyphilic adenocarcinoma of overlapping lesion of other and unspecified parts of mouth,ICDO3,Head and Neck
36558089,Oxyphilic adenocarcinoma of overlapping lesion of palate,ICDO3,Head and Neck
36540976,Oxyphilic adenocarcinoma of overlapping lesion of tongue,ICDO3,Head and Neck
36521434,Oxyphilic adenocarcinoma of overlapping lesion of tonsil,ICDO3,Head and Neck
36549576,Oxyphilic adenocarcinoma of overlapping lesions of oropharynx,ICDO3,Head and Neck
36563572,"Oxyphilic adenocarcinoma of palate, NOS",ICDO3,Head and Neck
36551316,Oxyphilic adenocarcinoma of parotid gland,ICDO3,Head and Neck
36556307,"Oxyphilic adenocarcinoma of pharynx, NOS",ICDO3,Head and Neck
36524402,Oxyphilic adenocarcinoma of posterior wall of oropharynx,ICDO3,Head and Neck
36518970,Oxyphilic adenocarcinoma of retromolar area,ICDO3,Head and Neck
36551460,"Oxyphilic adenocarcinoma of soft palate, NOS",ICDO3,Head and Neck
36550115,Oxyphilic adenocarcinoma of sublingual gland,ICDO3,Head and Neck
36555565,Oxyphilic adenocarcinoma of submandibular gland,ICDO3,Head and Neck
36547453,"Oxyphilic adenocarcinoma of tongue, NOS",ICDO3,Head and Neck
36554574,"Oxyphilic adenocarcinoma of tonsil, NOS",ICDO3,Head and Neck
36525127,Oxyphilic adenocarcinoma of tonsillar fossa,ICDO3,Head and Neck
36560060,Oxyphilic adenocarcinoma of tonsillar pillar,ICDO3,Head and Neck
36534185,Oxyphilic adenocarcinoma of upper Gum,ICDO3,Head and Neck
36546652,Oxyphilic adenocarcinoma of uvula,ICDO3,Head and Neck
36546861,Oxyphilic adenocarcinoma of vallecula,ICDO3,Head and Neck
36528260,"Oxyphilic adenocarcinoma of ventral surface of tongue, NOS",ICDO3,Head and Neck
36555204,Oxyphilic adenocarcinoma of vestibule of mouth,ICDO3,Head and Neck
36519605,"Papillary adenocarcinoma, NOS, of accessory sinus, NOS",ICDO3,Head and Neck
42512715,"Papillary adenocarcinoma, NOS, of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36557746,"Papillary adenocarcinoma, NOS, of anterior floor of mouth",ICDO3,Head and Neck
36547512,"Papillary adenocarcinoma, NOS, of anterior surface of epiglottis",ICDO3,Head and Neck
44500360,"Papillary adenocarcinoma, NOS, of anterior wall of nasopharynx",ICDO3,Head and Neck
44502232,"Papillary adenocarcinoma, NOS, of cheeck mucosa",ICDO3,Head and Neck
36541630,"Papillary adenocarcinoma, NOS, of commissure of lip",ICDO3,Head and Neck
36550653,"Papillary adenocarcinoma, NOS, of ethmoid sinus",ICDO3,Head and Neck
36563232,"Papillary adenocarcinoma, NOS, of external lip, NOS",ICDO3,Head and Neck
36566731,"Papillary adenocarcinoma, NOS, of external lower lip",ICDO3,Head and Neck
44501439,"Papillary adenocarcinoma, NOS, of external upper lip",ICDO3,Head and Neck
36567987,"Papillary adenocarcinoma, NOS, of floor of mouth, NOS",ICDO3,Head and Neck
36552647,"Papillary adenocarcinoma, NOS, of frontal sinus",ICDO3,Head and Neck
36539744,"Papillary adenocarcinoma, NOS, of glottis",ICDO3,Head and Neck
36550010,"Papillary adenocarcinoma, NOS, of gum, NOS",ICDO3,Head and Neck
36564005,"Papillary adenocarcinoma, NOS, of hard palate",ICDO3,Head and Neck
36563206,"Papillary adenocarcinoma, NOS, of laryngeal cartilage",ICDO3,Head and Neck
36536985,"Papillary adenocarcinoma, NOS, of larynx, NOS",ICDO3,Head and Neck
36542764,"Papillary adenocarcinoma, NOS, of lateral floor of mouth",ICDO3,Head and Neck
36534302,"Papillary adenocarcinoma, NOS, of lateral wall of nasopharynx",ICDO3,Head and Neck
36548744,"Papillary adenocarcinoma, NOS, of lateral wall of oropharynx",ICDO3,Head and Neck
36538528,"Papillary adenocarcinoma, NOS, of lip, NOS",ICDO3,Head and Neck
36523799,"Papillary adenocarcinoma, NOS, of lower gum",ICDO3,Head and Neck
36523827,"Papillary adenocarcinoma, NOS, of major salivary gland, NOS",ICDO3,Head and Neck
36531325,"Papillary adenocarcinoma, NOS, of maxillary sinus",ICDO3,Head and Neck
36546653,"Papillary adenocarcinoma, NOS, of mouth, NOS",ICDO3,Head and Neck
36543546,"Papillary adenocarcinoma, NOS, of mucosa of lip, NOS",ICDO3,Head and Neck
36546923,"Papillary adenocarcinoma, NOS, of mucosa of lower lip",ICDO3,Head and Neck
36565775,"Papillary adenocarcinoma, NOS, of mucosa of upper lip",ICDO3,Head and Neck
36540347,"Papillary adenocarcinoma, NOS, of nasal cavity",ICDO3,Head and Neck
36535765,"Papillary adenocarcinoma, NOS, of nasopharynx, NOS",ICDO3,Head and Neck
44504444,"Papillary adenocarcinoma, NOS, of oropharynx, NOS",ICDO3,Head and Neck
36544097,"Papillary adenocarcinoma, NOS, of overlapping lesion of accessory sinuses",ICDO3,Head and Neck
36523071,"Papillary adenocarcinoma, NOS, of overlapping lesion of floor of mouth",ICDO3,Head and Neck
36546001,"Papillary adenocarcinoma, NOS, of overlapping lesion of larynx",ICDO3,Head and Neck
36544668,"Papillary adenocarcinoma, NOS, of overlapping lesion of lip",ICDO3,Head and Neck
36522465,"Papillary adenocarcinoma, NOS, of overlapping lesion of major salivary glands",ICDO3,Head and Neck
36547169,"Papillary adenocarcinoma, NOS, of overlapping lesion of nasopharynx",ICDO3,Head and Neck
36546974,"Papillary adenocarcinoma, NOS, of overlapping lesion of other and unspecified parts of mouth",ICDO3,Head and Neck
36538773,"Papillary adenocarcinoma, NOS, of overlapping lesion of palate",ICDO3,Head and Neck
36530995,"Papillary adenocarcinoma, NOS, of overlapping lesion of tonsil",ICDO3,Head and Neck
36523045,"Papillary adenocarcinoma, NOS, of overlapping lesions of oropharynx",ICDO3,Head and Neck
36526905,"Papillary adenocarcinoma, NOS, of palate, NOS",ICDO3,Head and Neck
36517979,"Papillary adenocarcinoma, NOS, of parotid gland",ICDO3,Head and Neck
36543708,"Papillary adenocarcinoma, NOS, of posterior wall of nasopharynx",ICDO3,Head and Neck
36563803,"Papillary adenocarcinoma, NOS, of posterior wall of oropharynx",ICDO3,Head and Neck
36528879,"Papillary adenocarcinoma, NOS, of retromolar area",ICDO3,Head and Neck
36523435,"Papillary adenocarcinoma, NOS, of soft palate, NOS",ICDO3,Head and Neck
36563498,"Papillary adenocarcinoma, NOS, of sphenoid sinus",ICDO3,Head and Neck
36554100,"Papillary adenocarcinoma, NOS, of subglottis",ICDO3,Head and Neck
36523159,"Papillary adenocarcinoma, NOS, of sublingual gland",ICDO3,Head and Neck
36563477,"Papillary adenocarcinoma, NOS, of submandibular gland",ICDO3,Head and Neck
36551258,"Papillary adenocarcinoma, NOS, of superior wall of nasopharynx",ICDO3,Head and Neck
36559355,"Papillary adenocarcinoma, NOS, of supraglottis",ICDO3,Head and Neck
36534111,"Papillary adenocarcinoma, NOS, of tonsil, NOS",ICDO3,Head and Neck
36538500,"Papillary adenocarcinoma, NOS, of tonsillar fossa",ICDO3,Head and Neck
36557464,"Papillary adenocarcinoma, NOS, of tonsillar pillar",ICDO3,Head and Neck
36553137,"Papillary adenocarcinoma, NOS, of upper Gum",ICDO3,Head and Neck
36563594,"Papillary adenocarcinoma, NOS, of uvula",ICDO3,Head and Neck
36524371,"Papillary adenocarcinoma, NOS, of vallecula",ICDO3,Head and Neck
36520321,"Papillary adenocarcinoma, NOS, of vestibule of mouth",ICDO3,Head and Neck
36545166,"Papillary carcinoma, NOS, of accessory sinus, NOS",ICDO3,Head and Neck
36535091,"Papillary carcinoma, NOS, of anterior 2/3 of tongue, NOS",ICDO3,Head and Neck
36532136,"Papillary carcinoma, NOS, of anterior floor of mouth",ICDO3,Head and Neck
36552982,"Papillary carcinoma, NOS, of anterior surface of epiglottis",ICDO3,Head and Neck
36540037,"Papillary carcinoma, NOS, of anterior wall of nasopharynx",ICDO3,Head and Neck
36533529,"Papillary carcinoma, NOS, of base of tongue, NOS",ICDO3,Head and Neck
36544362,"Papillary carcinoma, NOS, of border of tongue",ICDO3,Head and Neck
36551014,"Papillary carcinoma, NOS, of cheeck mucosa",ICDO3,Head and Neck
36556229,"Papillary carcinoma, NOS, of commissure of lip",ICDO3,Head and Neck
36554233,"Papillary carcinoma, NOS, of dorsal surface of tongue, NOS",ICDO3,Head and Neck
36522004,"Papillary carcinoma, NOS, of ethmoid sinus",ICDO3,Head and Neck
36556441,"Papillary carcinoma, NOS, of external lip, NOS",ICDO3,Head and Neck
36543455,"Papillary carcinoma, NOS, of external lower lip",ICDO3,Head and Neck
36521636,"Papillary carcinoma, NOS, of external upper lip",ICDO3,Head and Neck
36567007,"Papillary carcinoma, NOS, of floor of mouth, NOS",ICDO3,Head and Neck
36518897,"Papillary carcinoma, NOS, of frontal sinus",ICDO3,Head and Neck
36564357,"Papillary carcinoma, NOS, of glottis",ICDO3,Head and Neck
36536623,"Papillary carcinoma, NOS, of gum, NOS",ICDO3,Head and Neck
36567848,"Papillary carcinoma, NOS, of hard palate",ICDO3,Head and Neck
36544381,"Papillary carcinoma, NOS, of hypopharyngeal aspect of aryepiglottic fold",ICDO3,Head and Neck
36537750,"Papillary carcinoma, NOS, of hypopharynx, NOS",ICDO3,Head and Neck
36540983,"Papillary carcinoma, NOS, of laryngeal cartilage",ICDO3,Head and Neck
36546186,"Papillary carcinoma, NOS, of larynx, NOS",ICDO3,Head and Neck
36539763,"Papillary carcinoma, NOS, of lateral floor of mouth",ICDO3,Head and Neck
36544404,"Papillary carcinoma, NOS, of lateral wall of nasopharynx",ICDO3,Head and Neck
36543703,"Papillary carcinoma, NOS, of lateral wall of oropharynx",ICDO3,Head and Neck
36547370,"Papillary carcinoma, NOS, of lingual tonsil",ICDO3,Head and Neck
36556414,"Papillary carcinoma, NOS, of lip, NOS",ICDO3,Head and Neck
36556995,"Papillary carcinoma, NOS, of lower gum",ICDO3,Head and Neck
36559808,"Papillary carcinoma, NOS, of major salivary gland, NOS",ICDO3,Head and Neck
36565704,"Papillary carcinoma, NOS, of maxillary sinus",ICDO3,Head and Neck
36560575,"Papillary carcinoma, NOS, of mouth, NOS",ICDO3,Head and Neck
36543475,"Papillary carcinoma, NOS, of mucosa of lip, NOS",ICDO3,Head and Neck
36531522,"Papillary carcinoma, NOS, of mucosa of lower lip",ICDO3,Head and Neck
36547651,"Papillary carcinoma, NOS, of mucosa of upper lip",ICDO3,Head and Neck
36554317,"Papillary carcinoma, NOS, of nasal cavity",ICDO3,Head and Neck
36542856,"Papillary carcinoma, NOS, of nasopharynx, NOS",ICDO3,Head and Neck
36526747,"Papillary carcinoma, NOS, of oropharynx, NOS",ICDO3,Head and Neck
36519645,"Papillary carcinoma, NOS, of overlapping lesion of accessory sinuses",ICDO3,Head and Neck
36533663,"Papillary carcinoma, NOS, of overlapping lesion of floor of mouth",ICDO3,Head and Neck
36554406,"Papillary carcinoma, NOS, of overlapping lesion of hypopharynx",ICDO3,Head and Neck
36535617,"Papillary carcinoma, NOS, of overlapping lesion of larynx",ICDO3,Head and Neck
36566378,"Papillary carcinoma, NOS, of overlapping lesion of lip",ICDO3,Head and Neck
36519272,"Papillary carcinoma, NOS, of overlapping lesion of lip, oral cavity and pharynx",ICDO3,Head and Neck
36539196,"Papillary carcinoma, NOS, of overlapping lesion of major salivary glands",ICDO3,Head and Neck
36535142,"Papillary carcinoma, NOS, of overlapping lesion of nasopharynx",ICDO3,Head and Neck
36541269,"Papillary carcinoma, NOS, of overlapping lesion of other and unspecified parts of mouth",ICDO3,Head and Neck
36533692,"Papillary carcinoma, NOS, of overlapping lesion of palate",ICDO3,Head and Neck
36538028,"Papillary carcinoma, NOS, of overlapping lesion of tongue",ICDO3,Head and Neck
36565698,"Papillary carcinoma, NOS, of overlapping lesion of tonsil",ICDO3,Head and Neck
36554491,"Papillary carcinoma, NOS, of overlapping lesions of oropharynx",ICDO3,Head and Neck
36536394,"Papillary carcinoma, NOS, of palate, NOS",ICDO3,Head and Neck
36518807,"Papillary carcinoma, NOS, of parotid gland",ICDO3,Head and Neck
36534722,"Papillary carcinoma, NOS, of pharynx, NOS",ICDO3,Head and Neck
36536114,"Papillary carcinoma, NOS, of postcricoid region",ICDO3,Head and Neck
36541633,"Papillary carcinoma, NOS, of posterior wall of hypopharynx",ICDO3,Head and Neck
36520698,"Papillary carcinoma, NOS, of posterior wall of nasopharynx",ICDO3,Head and Neck
36541948,"Papillary carcinoma, NOS, of posterior wall of oropharynx",ICDO3,Head and Neck
36534809,"Papillary carcinoma, NOS, of pyriform sinus",ICDO3,Head and Neck
36552549,"Papillary carcinoma, NOS, of retromolar area",ICDO3,Head and Neck
